researcher,follows,follows_display_name
AnthropicAI,dtompaine,Thompson Paine
AnthropicAI,sashadem,Sasha de Marigny
AnthropicAI,aaron_j_b,Aaron B
AnthropicAI,sandybanerj,Sandy Banerjee
AnthropicAI,andy_l_jones,andy jones
AnthropicAI,Hernandez_Danny,Danny Hernandez
AnthropicAI,8enmann,Ben Mann
AnthropicAI,nelhage,@nelhage
AnthropicAI,samsamoa,Sam McCandlish
AnthropicAI,nottombrown,Tom Brown
AnthropicAI,ch402,Chris Olah
AnthropicAI,kandouss,Kamal Ndousse
AnthropicAI,DanielaAmodei,Daniela Amodei
nearcyan,goodside,Riley Goodside
nearcyan,EMostaque,Emad
nearcyan,ESYudkowsky,Eliezer Yudkowsky 
nearcyan,yacineMTB,kache
nearcyan,typedfemale,typedfemale
nearcyan,goth600,@goth
nearcyan,nickcammarata,Nick
nearcyan,ai__pub,AI Pub
nearcyan,RichardMCNgo,Richard Ngo
nearcyan,goblinodds,goblin waifu
nearcyan,arankomatsuzaki,Aran Komatsuzaki
nearcyan,thecaptain_nemo,Nemo
nearcyan,EigenGender,EigenGender 
nearcyan,algekalipso,"Captain Pleasure, Andrés Gómez Emilsson"
nearcyan,AnthropicAI,Anthropic
nearcyan,ericjang11,Eric Jang
nearcyan,sharifshameem,Sharif Shameem
nearcyan,RiversHaveWings,Rivers Have Wings
nearcyan,robertskmiles,Rob Miles
nearcyan,MasterTimBlais,Tim is Making Things In MTL Until Further Notice
nearcyan,mspringut,Micah Springut
nearcyan,stanfordnlp,Stanford NLP Group
nearcyan,chrmanning,Christopher Manning
nearcyan,maxhodak_,Max Hodak
nearcyan,bobmcgrewai,Bob McGrew
nearcyan,TylerAlterman,Tyler Alterman is in monkmode (but still tweeting)
nearcyan,andrewmccalip,Andrew McCalip
nearcyan,lfschiavo,Larissa Schiavo
nearcyan,maxmarchione,Max Marchione
nearcyan,ericzakariasson,eric zakariasson
nearcyan,johnloeber,John Loeber 
nearcyan,Bonecondor,Chairman Birb Bernanke
nearcyan,tryramp,Ramp
nearcyan,andy_l_jones,andy jones
nearcyan,willllliam,william
nearcyan,noahmacca,Noah MacCallum
nearcyan,saffronhuang,Saffron Huang
nearcyan,ConsensusGurus,Consensus Media
nearcyan,hubermanlab,"Andrew D. Huberman, Ph.D."
nearcyan,coffeebreak_YT,Coffeezilla
bobmcgrewai,paulg,Paul Graham
bobmcgrewai,hardmaru,hardmaru
bobmcgrewai,ylecun,Yann LeCun
bobmcgrewai,GoogleDeepMind,Google DeepMind
bobmcgrewai,woj_zaremba,Wojciech Zaremba
bobmcgrewai,goodside,Riley Goodside
bobmcgrewai,pmarca,Marc Andreessen 
bobmcgrewai,amasad,Amjad Masad
bobmcgrewai,Miles_Brundage,Miles Brundage
bobmcgrewai,npew,Peter Welinder
bobmcgrewai,janleike,Jan Leike
bobmcgrewai,AnthropicAI,Anthropic
bobmcgrewai,BorisMPower,Boris Power
bobmcgrewai,RichardMCNgo,Richard Ngo
bobmcgrewai,mobav0,Mo Bavarian
bobmcgrewai,natfriedman,Nat Friedman
bobmcgrewai,DrJimFan,Jim Fan
bobmcgrewai,miramurati,Mira Murati
bobmcgrewai,jack_w_rae,Jack Rae
bobmcgrewai,jachiam0,Joshua Achiam
bobmcgrewai,workfabricai,Workfabric AI
bobmcgrewai,Yong18850571,Yong Lin
bobmcgrewai,zoink,Dylan Field
bobmcgrewai,gregoryblotnick,Gregory Blotnick
bobmcgrewai,m2jr,"Mike Maples, Jr"
bobmcgrewai,thsottiaux,Tibo
bobmcgrewai,Bala_Selvam25,Bala Selvam
bobmcgrewai,vitorialima_42,Vitoria Lima
bobmcgrewai,RobxInfa,robert
bobmcgrewai,jaredq_,Jared Quincy Davis
bobmcgrewai,ml_angelopoulos,Anastasios Nikolas Angelopoulos
bobmcgrewai,fidjissimo,Fidji Simo
bobmcgrewai,SebastienBubeck,Sebastien Bubeck
bobmcgrewai,basvanopheusden,basvanopheusden
bobmcgrewai,anujsaharan_,Anuj Saharan
bobmcgrewai,XiangningChen,Xiangning Chen
bobmcgrewai,corbtt,Kyle Corbitt
bobmcgrewai,BarrAlexandra,Alexandra Barr
bobmcgrewai,yubai01,Yu Bai
bobmcgrewai,Song__Mei,Song Mei
bobmcgrewai,TheMindScourge,The Mind Scourge
KelseyTuoc,ESYudkowsky,Eliezer Yudkowsky 
KelseyTuoc,mealreplacer,Julian
KelseyTuoc,NathanpmYoung,Nathan 
KelseyTuoc,robinhanson,Robin Hanson
KelseyTuoc,dylanmatt,dylan matthews 
KelseyTuoc,StefanFSchubert,Stefan Schubert
KelseyTuoc,RichardMCNgo,Richard Ngo
KelseyTuoc,QualyThe,Qualy the lightbulb
KelseyTuoc,moskov,Dustin Moskovitz
KelseyTuoc,AlecStapp,Alec Stapp
KelseyTuoc,ATabarrok,Alex Tabarrok
KelseyTuoc,robbensinger,Rob Bensinger 
KelseyTuoc,AmandaAskell,Amanda Askell
KelseyTuoc,myhandle,Jakeup
KelseyTuoc,robertwiblin,Rob Wiblin
KelseyTuoc,michael_nielsen,Michael Nielsen
KelseyTuoc,ilex_ulmus,Holly 
KelseyTuoc,frances__lorenz,Frances Lorenz
KelseyTuoc,selentelechia, bosco 
KelseyTuoc,SpencrGreenberg,Spencer Greenberg 
KelseyTuoc,senatorshoshana,"Shoshana Weissmann, Sloth Committee Chair "
KelseyTuoc,SleeperJets,SleeperJets
KelseyTuoc,JeffDean,Jeff Dean
KelseyTuoc,JacksonKernion,Jackson Kernion
KelseyTuoc,powerbottomdad1,sucks
KelseyTuoc,manic_pixie_agi,Corinne (NYC)
KelseyTuoc,rosehorowitch,Rose Horowitch
KelseyTuoc,hanlonbt,Brian Hanlon
KelseyTuoc,TimH_B,Tim Hirschel-Burns
KelseyTuoc,austinc3301,Agus 
KelseyTuoc,MunicipleOrrery,Municipal Orrery
KelseyTuoc,jeffreypclemens,Jeffrey P. Clemens
KelseyTuoc,sriramk,Sriram Krishnan
KelseyTuoc,ScVanValkenburg,Senator Schuyler VanValkenburg
KelseyTuoc,g_leech_,gavin leech (Non-Reasoning)
KelseyTuoc,TheCatholicEngr,The Catholic Engineer
KelseyTuoc,minilek,Jelani Nelson
KelseyTuoc,ChadAldeman,Chad Aldeman
KelseyTuoc,johnloeber,John Loeber 
KelseyTuoc,moseskagan,Moses Kagan
svlevine,soumithchintala,Soumith Chintala
svlevine,giffmana,Lucas Beyer (bl16)
svlevine,hausman_k,Karol Hausman
svlevine,percyliang,Percy Liang
svlevine,kchonyc,Kyunghyun Cho
svlevine,OriolVinyalsML,Oriol Vinyals
svlevine,EugeneVinitsky,Eugene Vinitsky 
svlevine,natashajaques,Natasha Jaques
svlevine,tdietterich,Thomas G. Dietterich
svlevine,sedielem,Sander Dieleman
svlevine,CsabaSzepesvari,Csaba Szepesvari
svlevine,marcgbellemare,Marc G. Bellemare
svlevine,natolambert,Nathan Lambert
svlevine,jacobandreas,Jacob Andreas
svlevine,dpkingma,Durk Kingma
svlevine,ZoubinGhahrama1,Zoubin Ghahramani
svlevine,j_foerst,Jakob Foerster
svlevine,_rockt,Tim Rocktäschel
svlevine,quantian1,Quantіan
svlevine,abshkbh,Abhishek Bhardwaj
svlevine,ThisThirsty,This Podcast is Making Me Thirsty Seinfeld Podcast
svlevine,TimSalimans,Tim Salimans
svlevine,janexwang,Jane Wang
svlevine,qiyang_li,Qiyang (Colin) Li
svlevine,xuxin_cheng,Xuxin Cheng
svlevine,SongShuran,Shuran Song
svlevine,SudeepDasari,Sudeep Dasari
svlevine,coreylynch,Corey Lynch
svlevine,sokrypton,Sergey Ovchinnikov
svlevine,SurajNair_1,Suraj Nair
svlevine,snasiriany,Soroush Nasiriany
svlevine,vdean314,Victoria Dean @vdean.bsky.social
svlevine,andyzengineer,Andy Zeng
svlevine,StefanoErmon,Stefano Ermon
svlevine,gstsdn,augustus odena
svlevine,brandondamos,Brandon Amos
svlevine,rowantmc,Rowan McAllister
woj_zaremba,hardmaru,hardmaru
woj_zaremba,GoogleDeepMind,Google DeepMind
woj_zaremba,soumithchintala,Soumith Chintala
woj_zaremba,ericjang11,Eric Jang
woj_zaremba,danielgross,Daniel Gross
woj_zaremba,jeremyphoward,Jeremy Howard
woj_zaremba,AnthropicAI,Anthropic
woj_zaremba,RichardSocher,Richard Socher
woj_zaremba,RichardMCNgo,Richard Ngo
woj_zaremba,OriolVinyalsML,Oriol Vinyals
woj_zaremba,Miles_Brundage,Miles Brundage
woj_zaremba,jackclarkSF,Jack Clark
woj_zaremba,JeffDean,Jeff Dean
woj_zaremba,pfau,David Pfau
woj_zaremba,svlevine,Sergey Levine
woj_zaremba,kchonyc,Kyunghyun Cho
woj_zaremba,npew,Peter Welinder
woj_zaremba,spolu,Stanislas Polu
woj_zaremba,janleike,Jan Leike
woj_zaremba,lilianweng,Lilian Weng
woj_zaremba,SleeperJets,SleeperJets
woj_zaremba,steipete,Peter Steinberger
woj_zaremba,gregoryblotnick,Gregory Blotnick
woj_zaremba,AGamick,Anastasia Gamick
woj_zaremba,model_mechanic,Aditya Ramesh
woj_zaremba,MWCvitkovic,Milan Cvitkovic
woj_zaremba,tobyordoxford,Toby Ord
woj_zaremba,EffectvAltruism,Effective Altruism
woj_zaremba,AmandaAskell,Amanda Askell
woj_zaremba,givingwhatwecan,Giving What We Can 
woj_zaremba,nickcammarata,Nick
woj_zaremba,johnschulman2,John Schulman
woj_zaremba,JoeBiden,Joe Biden
woj_zaremba,algekalipso,"Captain Pleasure, Andrés Gómez Emilsson"
woj_zaremba,arvind_io,Arvind Neelakantan
woj_zaremba,realDonaldTrump,Donald J. Trump
woj_zaremba,justinkan,Justin Kan
woj_zaremba,Benioff,Marc Benioff
woj_zaremba,bgreene,Brian Greene
JeffDean,hugo_larochelle,Hugo Larochelle
JeffDean,drfeifei,Fei-Fei Li
JeffDean,OriolVinyalsML,Oriol Vinyals
arankomatsuzaki,_akhaliq,AK
arankomatsuzaki,DrJimFan,Jim Fan
arankomatsuzaki,AIatMeta,AI at Meta
arankomatsuzaki,giffmana,Lucas Beyer (bl16)
arankomatsuzaki,soumithchintala,Soumith Chintala
arankomatsuzaki,ericjang11,Eric Jang
arankomatsuzaki,deliprao,Delip Rao e/σ
arankomatsuzaki,nearcyan,near
arankomatsuzaki,AnthropicAI,Anthropic
arankomatsuzaki,_jasonwei,Jason Wei
arankomatsuzaki,percyliang,Percy Liang
arankomatsuzaki,cHHillee,Horace He
arankomatsuzaki,iScienceLuvr,"Tanishq Mathew Abraham, Ph.D."
arankomatsuzaki,huggingface,Hugging Face
arankomatsuzaki,YiTayML,Yi Tay
arankomatsuzaki,woj_zaremba,Wojciech Zaremba
arankomatsuzaki,savvyRL,Rosanne Liu
arankomatsuzaki,ClementDelangue,clem 
arankomatsuzaki,srush_nlp,Sasha Rush
arankomatsuzaki,wightmanr,Ross Wightman
arankomatsuzaki,antifraudco,The Antifraud Company
arankomatsuzaki,deanwball,Dean W. Ball
arankomatsuzaki,Hayesfawcett3,Hayes Fawcett
arankomatsuzaki,HuggingPapers,DailyPapers
arankomatsuzaki,clcoding,Python Coding
arankomatsuzaki,rasbt,Sebastian Raschka
arankomatsuzaki,WenhuChen,Wenhu Chen
arankomatsuzaki,deedydas,Deedy
arankomatsuzaki,naval,Naval
arankomatsuzaki,TencentHunyuan,Tencent HY
arankomatsuzaki,wayfarerlabs,OWL
arankomatsuzaki,bchesky,Brian Chesky
arankomatsuzaki,mignano,Michael Mignano
arankomatsuzaki,aiDotEngineer,AI Engineer
arankomatsuzaki,ShivamHacks,Shivam Agrawal
arankomatsuzaki,hallerite,hallerite
arankomatsuzaki,dwarkesh_sp,Dwarkesh Patel
arankomatsuzaki,distributionat,toucan
arankomatsuzaki,PrimeIntellect,Prime Intellect
AmandaAskell,ESYudkowsky,Eliezer Yudkowsky 
AmandaAskell,mealreplacer,Julian
AmandaAskell,RichardMCNgo,Richard Ngo
AmandaAskell,NathanpmYoung,Nathan 
AmandaAskell,StefanFSchubert,Stefan Schubert
AmandaAskell,robinhanson,Robin Hanson
AmandaAskell,peterwildeford,Peter Wildeford
AmandaAskell,KelseyTuoc,Kelsey Piper
AmandaAskell,QualyThe,Qualy the lightbulb
AmandaAskell,nickcammarata,Nick
AmandaAskell,robertwiblin,Rob Wiblin
AmandaAskell,robbensinger,Rob Bensinger 
AmandaAskell,moskov,Dustin Moskovitz
AmandaAskell,anderssandberg,Anders Sandberg
AmandaAskell,robertskmiles,Rob Miles
AmandaAskell,Miles_Brundage,Miles Brundage
AmandaAskell,myhandle,Jakeup
AmandaAskell,FreshMangoLassi,Habiba 
AmandaAskell,frances__lorenz,Frances Lorenz
AmandaAskell,AnthropicAI,Anthropic
AmandaAskell,sprice354_,Sara Price
AmandaAskell,quocleix,Quoc Le
AmandaAskell,huggingface,Hugging Face
AmandaAskell,svlevine,Sergey Levine
AmandaAskell,repligate,j⧉nus
AmandaAskell,uncensored_ai,uncensored ai
AmandaAskell,dioscuri,Henry Shevlin
AmandaAskell,MrinankSharma,mrinank 
AmandaAskell,dwarkesh_sp,Dwarkesh Patel
AmandaAskell,labenz,Nathan Labenz
AmandaAskell,RogerGrosse,Roger Grosse
AmandaAskell,JacobHHilton,Jacob Hilton
AmandaAskell,DKokotajlo,Daniel Kokotajlo
AmandaAskell,asteriskmgzn,Asterisk
AmandaAskell,brayden_mclean,Brayden McLean
AmandaAskell,alexalbert__,Alex Albert
AmandaAskell,SullyOmarr,Sully
AmandaAskell,StuartJRitchie,Stuart Ritchie 
AmandaAskell,sokadv,Saurav Kadavath
AmandaAskell,MLStreetTalk,Machine Learning Street Talk
AmandaAskell,Tyler_A_Harper,Tyler Austin Harper
AmandaAskell,AlexTamkin,Alex Tamkin
stanfordnlp,yoavgo,(((ل()(ل() 'yoav))))
stanfordnlp,soumithchintala,Soumith Chintala
stanfordnlp,deliprao,Delip Rao e/σ
stanfordnlp,RichardSocher,Richard Socher
stanfordnlp,percyliang,Percy Liang
stanfordnlp,srush_nlp,Sasha Rush
stanfordnlp,chrmanning,Christopher Manning
stanfordnlp,kchonyc,Kyunghyun Cho
stanfordnlp,NeurIPSConf,NeurIPS Conference
stanfordnlp,gneubig,Graham Neubig
stanfordnlp,sleepinyourhat,Sam Bowman
stanfordnlp,cHHillee,Horace He
stanfordnlp,_jasonwei,Jason Wei
stanfordnlp,Thom_Wolf,Thomas Wolf
stanfordnlp,AkariAsai,Akari Asai
stanfordnlp,douwekiela,Douwe Kiela
stanfordnlp,jacobandreas,Jacob Andreas
stanfordnlp,yoavartzi,Yoav Artzi
stanfordnlp,FelixHill84,Felix Hill
stanfordnlp,tallinzen,Tal Linzen
stanfordnlp,chelseabfinn,Chelsea Finn
stanfordnlp,Alpha_Ex_LLC,Alpha_Ex_LLC
stanfordnlp,stanfordnlp,Stanford NLP Group
stanfordnlp,ryanandrewchi,Ryan Chi
stanfordnlp,zhangyt0704,Yutong Zhang
stanfordnlp,EyubogluSabri,Sabri Eyuboglu
stanfordnlp,polynoamial,Noam Brown
stanfordnlp,PangWeiKoh,Pang Wei Koh
stanfordnlp,ryansehrlich,Ryan Ehrlich
stanfordnlp,KumbongHermann,Hermann Kumbong
stanfordnlp,jordanjuravsky,Jordan Juravsky
stanfordnlp,houjun_liu,Houjun Liu
stanfordnlp,omri_uzan,Omri Uzan
stanfordnlp,abeirami,Ahmad Beirami
stanfordnlp,Mike_A_Merrill,Mike A. Merrill
stanfordnlp,_AndrewZhao,Andrew Zhao
stanfordnlp,JasperJJian,Jasper Jian
stanfordnlp,togethercompute,Together AI
stanfordnlp,anjiangw,Anjiang Wei
dpkingma,arankomatsuzaki,Aran Komatsuzaki
dpkingma,giffmana,Lucas Beyer (bl16)
dpkingma,sirbayes,Kevin Patrick Murphy
dpkingma,ericjang11,Eric Jang
dpkingma,pfau,David Pfau
dpkingma,sedielem,Sander Dieleman
dpkingma,svlevine,Sergey Levine
dpkingma,fhuszar,Ferenc Huszár
dpkingma,tdietterich,Thomas G. Dietterich
dpkingma,OriolVinyalsML,Oriol Vinyals
dpkingma,wellingmax,Max Welling
dpkingma,_jasonwei,Jason Wei
dpkingma,shaneguML,Shane Gu
dpkingma,TacoCohen,Taco Cohen
dpkingma,_arohan_,rohan anil
dpkingma,jaschasd,Jascha Sohl-Dickstein
dpkingma,ZoubinGhahrama1,Zoubin Ghahramani
dpkingma,poolio,Ben Poole
dpkingma,dustinvtran,Dustin Tran
dpkingma,natolambert,Nathan Lambert
dpkingma,anquetil,Martin
dpkingma,birenbomb,Gabby Birenbaum
dpkingma,deliprao,Delip Rao e/σ
dpkingma,runevision,Rune Skovbo Johansen →
dpkingma,United24media,UNITED24 Media
dpkingma,ShaneLegg,Shane Legg
dpkingma,IncredibleCulk,Macaulay Culkin
dpkingma,RicardoMonti9,Ricardo Monti
dpkingma,BeidiChen,Beidi Chen
dpkingma,igorsushko,Igor Sushko
dpkingma,Teknium,Teknium (e/λ)
dpkingma,historiek,Geschiedenis | Historiek.net
dpkingma,WillemdePrater,Willem de Zwijger
dpkingma,SadhikaMalladi,Sadhika Malladi
dpkingma,RGoroshin,Ross Goroshin
dpkingma,austinbarnard45,Austin Barnard
dpkingma,DarioAmodei,Dario Amodei
dpkingma,kvfrans,Kevin Frans
dpkingma,polynoamial,Noam Brown
janleike,RichardMCNgo,Richard Ngo
janleike,woj_zaremba,Wojciech Zaremba
janleike,AnthropicAI,Anthropic
janleike,Miles_Brundage,Miles Brundage
janleike,jackclarkSF,Jack Clark
janleike,AmandaAskell,Amanda Askell
janleike,NeelNanda5,Neel Nanda
janleike,typedfemale,typedfemale
janleike,percyliang,Percy Liang
janleike,robertskmiles,Rob Miles
janleike,sleepinyourhat,Sam Bowman
janleike,jachiam0,Joshua Achiam
janleike,anderssandberg,Anders Sandberg
janleike,KelseyTuoc,Kelsey Piper
janleike,moskov,Dustin Moskovitz
janleike,DavidSKrueger,David Krueger
janleike,mobav0,Mo Bavarian
janleike,pfau,David Pfau
janleike,BorisMPower,Boris Power
janleike,_jasonwei,Jason Wei
janleike,sprice354_,Sara Price
janleike,abshkbh,Abhishek Bhardwaj
janleike,drfeifei,Fei-Fei Li
janleike,ThisThirsty,This Podcast is Making Me Thirsty Seinfeld Podcast
janleike,SueDHellmann,Dr. Sue Desmond-Hellmann
janleike,dqgorelick,Dan Gorelick
janleike,ManasJoglekar,Manas Joglekar
janleike,METR_Evals,METR
janleike,yonashav,Yo Shavit
janleike,tsarnick,Tsarathustra
janleike,_julianmichael_,Julian Michael
janleike,mischiefanimals,Goblin Moder
janleike,avclubsf,AV CLUB SAN FRANCISCO
janleike,davidbau,David Bau
janleike,EvanHub,Evan Hubinger
janleike,Pavel_Izmailov,Pavel Izmailov
janleike,FutureHouseSF,FutureHouse
janleike,weidai11,Wei Dai
janleike,_sholtodouglas,Sholto Douglas
janleike,btaylor,Bret Taylor
janleike,incurrentmodels,justsaysinnonsuperintelligentmodels
SleeperJets,AryePulliNFL,Arye Pulli
SleeperJets,SleeperMLBTwins,SleeperTwins
SleeperJets,SleeperWhiteSox,SleeperWhiteSox
SleeperJets,SleeperOrioles,SleeperOrioles
SleeperJets,SleeperPhillies,SleeperPhillies
SleeperJets,SleeperMarlins,SleeperMarlins
SleeperJets,SleeperBraves,SleeperBraves
SleeperJets,SleeperNats,SleeperNationals
SleeperJets,SleeperBrewers,SleeperBrewers
SleeperJets,SleeperCubs,SleeperCubs
SleeperJets,SleeperReds,SleeperReds
SleeperJets,SleeperSTL,SleeperSTLCards
SleeperJets,SleeperPirates,SleeperPirates
SleeperJets,SleeperDodgers,SleeperDodgers
SleeperJets,SleeperPadres,SleeperPadres
SleeperJets,SleeperDbacks,SleeperDiamondbacks
SleeperJets,SleeperRockies,SleeperRockies
SleeperJets,SleeperCeltics,SleeperCeltics
SleeperJets,sleeper76ers,Sleeper76ers
SleeperJets,SleeperCleCavs,SleeperCavs
SleeperJets,hardmaru,hardmaru
SleeperJets,JeffDean,Jeff Dean
SleeperJets,steipete,Peter Steinberger
SleeperJets,SleeperClippers,SleeperClippers
SleeperJets,SleeperWarriors,SleeperWarriors
SleeperJets,SleeperSacKings,SleeperKings
SleeperJets,SleeperSuns,SleeperSuns
SleeperJets,SleeperRockets,SleeperRockets
SleeperJets,SleeperSpurs,SleeperSpurs
SleeperJets,SleeperSFGiants,SleeperSFGiants
SleeperJets,SleeperRedSox,SleeperRedSox
SleeperJets,SleeperBlueJays,SleeperBlueJays
SleeperJets,SleeperRoyals,SleeperRoyals
SleeperJets,SleeperTigers,SleeperTigers
SleeperJets,SleeperGuards,SleeperGuardians
SleeperJets,SleeperAngels,SleeperAngels
SleeperJets,SleeperAth,SleeperAthletics
SleeperJets,SleeperRangers,SleeperRangers
SleeperJets,SleeperAstros,SleeperAstros
m2jr,HarryStebbings,Harry Stebbings
m2jr,jasonlk,Jason 
m2jr,pitdesi,Sheel Mohnot
m2jr,mattturck,Matt Turck
m2jr,schlaf,Steve Schlafman
m2jr,eriktorenberg,Erik Torenberg
m2jr,rabois,Keith Rabois
m2jr,ericbahn,Eric Bahn 
m2jr,joshelman,Josh Elman
m2jr,jrichlive,Jeff Richards
m2jr,bznotes,Bilal Zuberi
m2jr,alexiskold,Alex Iskold | 2048.vc
m2jr,ttunguz,Tomasz Tunguz
m2jr,jaltma,Jack Altman
m2jr,jmj,Jeff Morris Jr.
m2jr,rsg,Bobby Goodlatte
m2jr,zachcoelius,Zach Coelius
m2jr,thogge,tyler hogge
m2jr,KTmBoyle,Katherine Boyle
m2jr,hugo_larochelle,Hugo Larochelle
m2jr,JeffDean,Jeff Dean
m2jr,steipete,Peter Steinberger
m2jr,yiran__c,Yiran - edu/acc
m2jr,MitchForest,Mitch Forest - edu/acc
m2jr,teachthemx3,Wendy
m2jr,gkamstra,Greg Kamstra
m2jr,garberchov,andrew garber - edu/acc 
m2jr,mbrendan1,Brendan McCord 
m2jr,AnnaDavlantes,Anna Davlantes
m2jr,newindustrials,New American Industrial Alliance
m2jr,stoarca,Serge Toarca
m2jr,adityas129,Adi Sharma
m2jr,chan_k,Chan Karunamuni
m2jr,josh_tobin_,Josh Tobin
m2jr,bfl_ml,Black Forest Labs
m2jr,chelseabfinn,Chelsea Finn
m2jr,sfliberty,Students For Liberty
m2jr,OliaOnX,Olia
chrmanning,yoavgo,(((ل()(ل() 'yoav))))
chrmanning,soumithchintala,Soumith Chintala
chrmanning,percyliang,Percy Liang
chrmanning,kchonyc,Kyunghyun Cho
chrmanning,srush_nlp,Sasha Rush
chrmanning,sleepinyourhat,Sam Bowman
chrmanning,gneubig,Graham Neubig
chrmanning,_jasonwei,Jason Wei
chrmanning,Thom_Wolf,Thomas Wolf
chrmanning,tdietterich,Thomas G. Dietterich
chrmanning,douwekiela,Douwe Kiela
chrmanning,yoavartzi,Yoav Artzi
chrmanning,tallinzen,Tal Linzen
chrmanning,WilliamWangNLP,William Wang
chrmanning,stanfordnlp,Stanford NLP Group
chrmanning,nsaphra,Naomi Saphra
chrmanning,ChrisGPotts,Christopher Potts
chrmanning,dustinvtran,Dustin Tran
chrmanning,_rockt,Tim Rocktäschel
chrmanning,xwang_lk,Xin Eric Wang
chrmanning,drfeifei,Fei-Fei Li
chrmanning,svlevine,Sergey Levine
chrmanning,JeffDean,Jeff Dean
chrmanning,JPLindsley,JP Lindsley | Journalist
chrmanning,Miles_Brundage,Miles Brundage
chrmanning,ychernova,Yuliya Chernova
chrmanning,EugeneVinitsky,Eugene Vinitsky 
chrmanning,ylecun,Yann LeCun
chrmanning,OwenWntr,Owen Winter
chrmanning,nathanbenaich,Nathan Benaich
chrmanning,warfareanalysis,Warfare Analysis
chrmanning,AravSrinivas,Aravind Srinivas
chrmanning,HannaHajishirzi,Hanna Hajishirzi
chrmanning,sainingxie,Saining Xie
chrmanning,SuvanshSanjeev,Suvansh Sanjeev
chrmanning,sarahookr,Sara Hooker
chrmanning,gregd_nlp,Greg Durrett
chrmanning,ClementDelangue,clem 
chrmanning,deliprao,Delip Rao e/σ
seb_ruder,yoavgo,(((ل()(ل() 'yoav))))
seb_ruder,soumithchintala,Soumith Chintala
seb_ruder,jeremyphoward,Jeremy Howard
seb_ruder,arankomatsuzaki,Aran Komatsuzaki
seb_ruder,deliprao,Delip Rao e/σ
seb_ruder,RichardSocher,Richard Socher
seb_ruder,huggingface,Hugging Face
seb_ruder,percyliang,Percy Liang
seb_ruder,iamtrask,⿻ Andrew Trask
seb_ruder,srush_nlp,Sasha Rush
seb_ruder,ericjang11,Eric Jang
seb_ruder,kchonyc,Kyunghyun Cho
seb_ruder,julien_c,Julien Chaumond
seb_ruder,ClementDelangue,clem 
seb_ruder,chrmanning,Christopher Manning
seb_ruder,savvyRL,Rosanne Liu
seb_ruder,ykilcher,Yannic Kilcher 
seb_ruder,radekosmulski,Radek Osmulski
seb_ruder,bhutanisanyam1,Sanyam Bhutani
seb_ruder,JayAlammar,Jay Alammar
seb_ruder,steipete,Peter Steinberger
seb_ruder,gregoryblotnick,Gregory Blotnick
seb_ruder,anquetil,Martin
seb_ruder,JulieKallini,Julie Kallini 
seb_ruder,vincentbosch,Vincent Bosch
seb_ruder,mhahn29,Michael Hahn
seb_ruder,pascalefung,Pascale Fung
seb_ruder,SGhalebikesabi,Sahra Ghalebikesabi
seb_ruder,weidingerlaura,Laura Weidinger
seb_ruder,shaneguML,Shane Gu
seb_ruder,vishrav,Vishrav Chaudhary
seb_ruder,lushimabucoro,Luisa Shimabucoro
seb_ruder,hannahrosekirk,Hannah Rose Kirk
seb_ruder,robinson_n8,Nathaniel R. Robinson
seb_ruder,sylvieshi00,Sylvie Shi
seb_ruder,luizapzbn,Luiza Pozzobon
seb_ruder,johnamqdang,John Dang
seb_ruder,clefourrier,Clémentine Fourrier 
ESYudkowsky,robinhanson,Robin Hanson
ESYudkowsky,bryan_caplan,Bryan Caplan
ESYudkowsky,KelseyTuoc,Kelsey Piper
ESYudkowsky,robbensinger,Rob Bensinger 
ESYudkowsky,anderssandberg,Anders Sandberg
ESYudkowsky,moskov,Dustin Moskovitz
ESYudkowsky,SpencrGreenberg,Spencer Greenberg 
ESYudkowsky,TheZvi,Zvi Mowshowitz
ESYudkowsky,TetraspaceWest,Tetraspace 
ESYudkowsky,Miles_Brundage,Miles Brundage
ESYudkowsky,davidmanheim,David Manheim
ESYudkowsky,allTheYud,Eliezer Yudkowsky
ESYudkowsky,afederation,Alex Federation
ESYudkowsky,orsonscottcard,Orson Scott Card
ESYudkowsky,Peter_InNorfolk,Peter I-live-in-the-paradoxes InNorfolk
ESYudkowsky,mct4health,Jaromír Janda
ESYudkowsky,fire_bottle,FireInABottle
ESYudkowsky,HHS_Jim,Deputy Secretary Jim O'Neill
ESYudkowsky,weidai11,Wei Dai
ESYudkowsky,YosarianTwo,Yosarian2
ESYudkowsky,steipete,Peter Steinberger
ESYudkowsky,mackhawk,Mackenzie Hawkins
ESYudkowsky,NASAAdmin,NASA Administrator Jared Isaacman
ESYudkowsky,goodside,Riley Goodside
ESYudkowsky,NurseCthulhu,Miranda Dixon
ESYudkowsky,zxocw,olaf
ESYudkowsky,hollow_art,Hollow Art
ESYudkowsky,ftxfuturefund,Future Fund
ESYudkowsky,EmersonSpartz, Emerson Spartz
ESYudkowsky,justinamash,Justin Amash
ESYudkowsky,EAheadlines,EA Lifestyles
ESYudkowsky,Dominic2306,Dominic Cummings
ESYudkowsky,AnnaWSalamon,Anna Salamon
ESYudkowsky,diviacaroline,Divia Eden 
ESYudkowsky,steak_umm,Steak-umm
ESYudkowsky,JeffJMason,Jeff Mason
ESYudkowsky,WilliamAEden,William Eden
ESYudkowsky,sentientist,Diana S. Fleischman
ESYudkowsky,kmett,Edward Kmett
